OWNER,NAME,TYPE,LINE,POSITION,TEXT
SYSTEM,PRUEBA_VTS_BK,PROCEDURE,63,31,PLS-00364: el uso de la variable 'R' de �ndice de bucle no es v�lido
SYSTEM,PRUEBA_VTS_BK,PROCEDURE,63,7,PL/SQL: Statement ignored
SYSTEM,PRUEBA_VTS_BK,PROCEDURE,64,31,PLS-00364: el uso de la variable 'R' de �ndice de bucle no es v�lido
SYSTEM,PRUEBA_VTS_BK,PROCEDURE,64,7,PL/SQL: Statement ignored
SYSTEM,PRUEBA_VTS_BK,PROCEDURE,65,21,PLS-00364: el uso de la variable 'R' de �ndice de bucle no es v�lido
SYSTEM,P_VENTAS_DIFERIDAS_CANTIDAD,PROCEDURE,9,10,PLS-00905: el objeto SYSTEM.PKGCOMPLEMENTOS no es v�lido
SYSTEM,P_VENTAS_DIFERIDAS_CANTIDAD,PROCEDURE,9,10,PL/SQL: Statement ignored
SYSTEM,SIGUIENTEINSTANCIA,FUNCTION,6,14,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,SIGUIENTEINSTANCIA,FUNCTION,5,2,PL/SQL: SQL Statement ignored
SYSTEM,SIGUIENTEINSTANCIA,FUNCTION,10,14,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,SIGUIENTEINSTANCIA,FUNCTION,8,3,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_CLASACTI,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_CLASACTI,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_CLASACTI,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_CLASACTI,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_CLASACTI,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_CLASACTI,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_DEPRECIA,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_DEPRECIA,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_DEPRECIA,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_DEPRECIA,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_DEPRECIA,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_DEPRECIA,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_ESTADO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_ESTADO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_ESTADO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_ESTADO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_AFJ_ESTADO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_AFJ_ESTADO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_COMPONENTE,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_COMPONENTE,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_COMPONENTE,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_COMPONENTE,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_COMPONENTE,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_COMPONENTE,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_DECAMPRES,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_DECAMPRES,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_DECAMPRES,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_DECAMPRES,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_DECAMPRES,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_DECAMPRES,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_UBICACION,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_UBICACION,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_UBICACION,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_UBICACION,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_ALM_UBICACION,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_ALM_UBICACION,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_BAN_CTABANCARIA,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_BAN_CTABANCARIA,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_BAN_CTABANCARIA,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_BAN_CTABANCARIA,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_BAN_CTABANCARIA,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_BAN_CTABANCARIA,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_BAN_DEPOTRAN,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_BAN_DEPOTRAN,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_BAN_DEPOTRAN,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_BAN_DEPOTRAN,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_BAN_DEPOTRAN,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_BAN_DEPOTRAN,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_DENOMINA,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_DENOMINA,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_DENOMINA,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_DENOMINA,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_DENOMINA,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_DENOMINA,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_EFECTIVO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_EFECTIVO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_EFECTIVO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_EFECTIVO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_EFECTIVO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_EFECTIVO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_PRORROGA,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_PRORROGA,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_PRORROGA,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_PRORROGA,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_PRORROGA,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_PRORROGA,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_RESPCAJA,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_RESPCAJA,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_RESPCAJA,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_RESPCAJA,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CAJ_RESPCAJA,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CAJ_RESPCAJA,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_LINECRED,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_LINECRED,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_LINECRED,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_LINECRED,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_LINECRED,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_LINECRED,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_OTROACTIVO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_OTROACTIVO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_OTROACTIVO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_OTROACTIVO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_OTROACTIVO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_OTROACTIVO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_TIPOCALI,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_TIPOCALI,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_TIPOCALI,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_TIPOCALI,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CLI_TIPOCALI,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CLI_TIPOCALI,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_ASIENTO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_ASIENTO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_ASIENTO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_ASIENTO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_ASIENTO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_ASIENTO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_CATALOGO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_CATALOGO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_CATALOGO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_CATALOGO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_CATALOGO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_CATALOGO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_DETASIENTO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_DETASIENTO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_DETASIENTO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_DETASIENTO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_DETASIENTO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_DETASIENTO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_INTECONT,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_INTECONT,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_INTECONT,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_INTECONT,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_INTECONT,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_INTECONT,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_RETENCION,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_RETENCION,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_RETENCION,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_RETENCION,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CNT_RETENCION,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CNT_RETENCION,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COB_CRUCEANT,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COB_CRUCEANT,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COB_CRUCEANT,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COB_CRUCEANT,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COB_CRUCEANT,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COB_CRUCEANT,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COB_DETADEBI,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COB_DETADEBI,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COB_DETADEBI,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COB_DETADEBI,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COB_DETADEBI,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COB_DETADEBI,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COM_DEBIENSERV,TRIGGER,5,281,PLS-00049: la variable de enlace 'NEW.AULADO' es err�nea
SYSTEM,TRG_COM_DEBIENSERV,TRIGGER,5,293,PLS-00049: la variable de enlace 'OLD.AULADO' es err�nea
SYSTEM,TRG_COM_DEBIENSERV,TRIGGER,5,310,PLS-00049: la variable de enlace 'NEW.AULADO' es err�nea
SYSTEM,TRG_COM_DEBIENSERV,TRIGGER,5,323,PLS-00049: la variable de enlace 'OLD.AULADO' es err�nea
SYSTEM,TRG_COM_DEBIENSERV,TRIGGER,14,82,PLS-00049: la variable de enlace 'OLD.AULADO' es err�nea
SYSTEM,TRG_COM_DEBIENSERV,TRIGGER,23,82,PLS-00049: la variable de enlace 'NEW.AULADO' es err�nea
SYSTEM,TRG_COM_PLANPAGO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COM_PLANPAGO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COM_PLANPAGO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COM_PLANPAGO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_COM_PLANPAGO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_COM_PLANPAGO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_COSTADIC,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_COSTADIC,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_COSTADIC,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_COSTADIC,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_COSTADIC,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_COSTADIC,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_DETARECT,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_DETARECT,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_DETARECT,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_DETARECT,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_DETARECT,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_DETARECT,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_RECETA,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_RECETA,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_RECETA,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_RECETA,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_CST_RECETA,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_CST_RECETA,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_CENTCOST,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_CENTCOST,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_CENTCOST,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_CENTCOST,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_CENTCOST,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_CENTCOST,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_COLAIMPR,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_COLAIMPR,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_COLAIMPR,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_COLAIMPR,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_COLAIMPR,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_COLAIMPR,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PARAMETRO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PARAMETRO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PARAMETRO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PARAMETRO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PARAMETRO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PARAMETRO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PNTOEMIS,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PNTOEMIS,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PNTOEMIS,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PNTOEMIS,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PNTOEMIS,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PNTOEMIS,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PORCCENT,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PORCCENT,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PORCCENT,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PORCCENT,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PORCCENT,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PORCCENT,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PROCESOS,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PROCESOS,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PROCESOS,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PROCESOS,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_PROCESOS,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_PROCESOS,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_SECVARIOS,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_SECVARIOS,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_SECVARIOS,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_SECVARIOS,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_GEN_SECVARIOS,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_GEN_SECVARIOS,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_CLASPROV,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_CLASPROV,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_CLASPROV,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_CLASPROV,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_CLASPROV,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_CLASPROV,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_CRUCEANT,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_CRUCEANT,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_CRUCEANT,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_CRUCEANT,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_CRUCEANT,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_CRUCEANT,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_DETAPAGO,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_DETAPAGO,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_DETAPAGO,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_DETAPAGO,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_DETAPAGO,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_DETAPAGO,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_OTRSCTAS,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_OTRSCTAS,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_OTRSCTAS,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_OTRSCTAS,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_PAG_OTRSCTAS,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_PAG_OTRSCTAS,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_ADICIONALES,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_ADICIONALES,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_ADICIONALES,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_ADICIONALES,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_ADICIONALES,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_ADICIONALES,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_ALCACOMI,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_ALCACOMI,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_ALCACOMI,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_ALCACOMI,TRIGGER,13,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_ALCACOMI,TRIGGER,22,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_ALCACOMI,TRIGGER,22,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_CREDITOS,TRIGGER,4,36,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,TRG_RHH_CREDITOS,TRIGGER,4,24,PL/SQL: SQL Statement ignored
SYSTEM,TRG_RHH_CREDITOS,TRIGGER,13,36,PL/SQL: ORA-00942: la tabla o vista no existe
